2	1	http://xgrrlibrary.org/	Digital Catalogue	<p>Our digital catalogue is home to our collection which includes over 4000 materials. Browse our general collection, audiovisual collection, children's collection and our very important Timor-Leste Reference collection. </p>	View Digital Catalogue	\N	\N	6	<p>Ami-nia katalogasaun dijital mak uma ba ami-nia koleksaun sira inklui material sira barak liu 4000. Konsulta ho ami-nia koleksaun jeral,  koleksaun audiovizual, koleksaun ba labarik sira no ami-nia koleksaun importante tebes Referensia Timor-Leste. </p>	Haree Katalogasaun Dijital	Katalogasaun Dijital
3	0		Learning Resources	<p>Our library at the Xanana Gusmão Reading Room is home to an extensive collection of books and multimedia materials. Customers within the library can access free internet and learn about Timor-Leste and it’s history through our audio-visual selections.</p>	View Learning Resources	\N	46	6	<p>Ami-nia biblioteka iha Sala Leitura Xanana Gusmão loke ba públiku atu uza no sai hanesan uma ba koleksaun wain tebes mak livru no material multimedia. Kliente sira iha bibilioteka bele asesu internet gratuita no aprende konaba Timor-Leste no ninia istoria liu husi ami-nia selesaun audio-visual.<br/></p>	Haree Rekursu Buka Matenek	Rekursu Buka Matenek
\.


